username,tweet,label
CairObatTidur,"Vaksin katanya haram, adakah menipu juga haram?\n\n#mrhamz #jrn500 #journabies #jrnshahalam https://t.co/E8KHyy5dgw'",
JagoTinggi_,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
tamankudus,"Edinnnn sakit banget nih bekas vaksin:""'",
AidilJumadi,"@7arkananta bang bii kan katanya kemaren takut suntikk, TERUS PAS VAKSIN GMNN TERIAK GA'",
Tanjungnsp60,"RT @Aznlova: Lebih dari 12,000 dokter, ilmuwan, dan pakar2 menolak untuk mewajibkan vaksinasi massal bagi anak2. \n\nIni kok \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 ngebet bgt ls\xe2\x80\xa6'",
TahlanH,@aafaizli @KKMPutrajaya @MyHEALTHKKM @DGHisham @JKJAVMY Semoga yang belum dpt vaksin cepat2 dpt. Amin',
baeeeeeeyyyy,@democrazymedia Ayo cari remahan .. emang sekolam munafikun kumpul saling berebut uang. cuan Vaksin dan PCR itu uang haram ingat uang sama wujudnya beda cara perolehannya jangan pernah makan uang haram untuk keluarga .. apa di luar muslim paham uang haram ? #pengadilan akherat',
nicocacolaa_,"2. Usia &lt;12 (kurang dari 12 tahun) diperbolehkan melakukan penerbangan, dengan pendampingan dari orang tua/ keluarga, tetap melampirkan uji kesehatan Covid-19 sebagaimana ketentuan.\n3. Menunjukkan kartu vaksin dikecualikan bagi usia &lt;12 tahun.\n@kemenhub151'",
sry_wijayanti92,"C. Antar bandar Udara di luar Jawa dan Bali: Sumatera, Kalimantan, Sulawesi, Nusa Tenggara, Maluku, Papua wajib menunjukkan\n1. Kartu vaksin minimal dosis pertama\n2. Negatif RDT-ANTIGEN 1x24 jam atau negatif RT-PCR 3x24 jam.\n\nCatatan\n1. Wajib menggunakan aplikasi PeduliLindungi'",
jalantengahku,2. Kartu vaksin dosis pertama + negatif RT-PCR 3x24 jam\n\n---\n\nB. Antarbandar udara (intra/ dalam wilayah) Pulau Jawa dan Bali wajib menunjukkan\n1. Kartu vaksin dosis kedua + negatif RDT-ANTIGEN 1x24 jam\n2. Kartu vaksin dosis pertama + negatif RT-PCR 3x24 jam\n\n---\n\n@kemenhub151',
AdityaP51301799,SE No. 96 Kementerian Perhubungan\nBerlaku 03 November 2021 - pemberitahuan lebih lanjut\n\nKetentuan dan Persyaratan Penerbangan\nA. Dari dan Ke Bandar Udara Pulau Jawa dan Bali wajib menunjukkan\n1. Kartu vaksin dosis kedua + negatif RDT-ANTIGEN 1x24 jam\n@kemenhub151 https://t.co/MkLou2ocS5',
lampunggehh,RT @RiriFebria3: Cerita pagi ini.\nJumat kmrn mertua salah 1 bos sy meninggal dunia. Seluruh badan menguning. Dokter ga bs pastikan sebabnya\xe2\x80\xa6',
Alsalikovic,@SantosHendy @cityguide911fm Fyi : vaksin polio dilakukan 4 kali dan vaksin tetanus (DPT) dilakukan 3 kali',
Admilidyasari,"Salut sama Nakes Indonesia. Dihantam badai COVID-19 dua kali. Rekan sejawat banyak yg tumbang hingga wafat. Insentif terlambat, yg dapet lebih minta dikembalikan. Dituduh ambil untung dari Vaksin dan PCR. \n\nTapi masih tetap melayani kami melewati pandemi. \n\nSALAM HORMAT! https://t.co/TwR2b5ET8I'",
detikHealth,"@bertanyarl @EgaIskandar3 @fameriaharefaa Terus itu kan motor punya abang gua ya gua jadi merasa bersalah dong udah jatohin motor, gua tuh langsung telepon jelasin kronologinya, dia malah nyalahin gua juga katanya ""ngapain vaksin jauh-jauh, kenapa gak bilang abang"" Lahhhh kan lu gak disini ngapain gua bilang?'",
potensi_bisnis,@afrkml Iya bener bgt ners ayahku juga diabetik neuropati gak sadar kakinya ada luka pas ketauan langsung buru buru diobatin sama dipantau sampai bener bener sembuh sekarang lg berjuang nurunin tensi darahnya biar bisa ikut vaksin \xf0\x9f\x99\x8f',
republikaonline,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
herbal_medann,Apalagi yang mau dicari sama kelas menengah? Lu udah tuker natural immunity lu dengan vaksin 2 dosis. Nanti ada vaksin dosis 3. Yang baru 1 dosis ntar dianggap belum vaksin.',
sambelnaknan,@kakuchow lagi di suntik vaksin aw',
MarchenVonFried,"RT @treasuremenfess: teume! MAJU LO SINI RUTO, SENDER UDAH VAKSIN 12619501661x \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/6TyNwIxvZ",
cupfreecorn,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
Kpofthelight,"@null 5 Fakta Anak 6-11 Tahun Bisa Vaksin Covid-19, Seberapa Amankah? Berikut sejumlah https://t.co/YlCcB7AlFA'",
hackedbyayt11,"Untuk wilayah yg masih butuh diyakinkan vaksinasi, placebo tumpuan agar pro vaksin menjadi sales vaksin gratisan ! Klw langsung divaksin betulan, trus banyak yg mati, bagaimana produk bisa dijual mulus ?! Bisa\xc2\xb2 rugi bandar klw produk gak laku dijual ! https://t.co/rHTpb8WFqo'",
hwi_dwi,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
expellliarmuss,"RT @GNFI: Carina Citra Dewi Joe, adalah seorang peneliti asal Indonesia di Jenner Institute Universitas Oxford.\n\nIa menemukan formula vaksi\xe2\x80\xa6'",
BE0MCH0I,@twitndrae Hbs Vaksin soal e \xf0\x9f\xa4\xad',
FirmRei,@Anitatisuryani @SMujsin @irwank2k2 @mna_______ tetangga q abis di vaksin pfizer vaksin\nke dua tangan nya bengkak ampe\nse minggu di bawa ke dokter bru\nsembuh..',
shirokumashiru,Terbukti vaksin Covid-19 dapat mengurangkan gejala kritkal\n\n#mrhamz #jrn500 #journabies #jrnshahalam https://t.co/JmgUQUunLO',
leslieeburkee,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
ndhinhere,@kimiafarmaind Untuk solusinya yg ingin vaksin ke 2 dg jenis vaksin sinopharm harus kemana ya min ?',
Nyabukhee,"BRI keren, dengan merayakan sumpah pemuda BRI buat program pecepatan vaksin\n\n#BRI\n#UntukIndonesiaBRILian\n#MemberiMaknaIndonesia\n#KinerjaBRI\nhttps://t.co/uOlc7YNFtk https://t.co/x9THFsE0wa'",
dewihxy,@roietroi aku bulan ini vaksin ke dua',
allistaex,karena mau nolak dianterin temen vaksin terus akunya geregetan mau nolaknya gimana \xf0\x9f\x98\xadaku lebih suka sendiri soalnya https://t.co/Q5Wp161AM1',
akustroberii,"@jenoleesha Aku kerja di klinik, paham sedikit tentang vaksin, mau tanya apa?? Kalo aku bisa jawab, Insyaa Allah dijawa",
svgacy,Mau vaksin ke 2 malah sakit \xf0\x9f\x98\x94',
binoshaus,"RT @GNFI: Carina Citra Dewi Joe, adalah seorang peneliti asal Indonesia di Jenner Institute Universitas Oxford.\n\nIa menemukan formula vaksi\xe2\x80\xa6'",
ffvckinghell,giat vaksin di puskesmas jatiasih &amp; honda bintang motor rw 08.\n\n02/11/2021 https://t.co/UI7UyPJe7D',
loeywastaken,"@null 5 Fakta Anak 6-11 Tahun Bisa Vaksin Covid-19, Seberapa Amankah? Berikut sejumlah https://t.co/L9JPAbqwi5'",
kilulla,"RT @KompasTV: Vaksinasi Anak Usia 6-11 Tahun Diizinkan, Pemerintah Butuh Tambahan Vaksin Hingga 30 Juta Dosis https://t.co/OaPvE3tuKf https\xe2\x80\xa6'",
vanpirlatah,"Coba dari awal pemerintah negeri dongeng ngasih arahan kalo vaksin untuk kesehatan dan untuk menekan penyebaran covid,pasti gak ada pertanyaan ""terus sekarang vaksin gunanya untuk apa?""'",
sukanike,@CttnDmkrs bukak aja scara jelas...\nsebenarnya biaya pcr itu brp...\nPCR stau sy penegak diagnosa Copit..\nkalo vaksin sudah...\nmaka sweb antigen sdah cukup untk syrat perjalanan....\nkecuali biaya bila PCR dijadikan syart perjalanan.... ya dibebenkan ke pemerintah lbih baik kaliii....',
tamankudus,Pantesen sngt tegas serukan vaksin yah\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/PQsIkfyHGQ',
fuckingdatshit,"bekas vaksin kedua di lengan masih kemeng banget, antara geli sakit pengen ketawa mulu bawaannya adooh \xf0\x9f\x98\x82'",
Informasikamu,RT @RayiAlfian: semakin hari aturan di negeri RuwetNesia semakin Ruwett..\npadahal aku dah nikahkan Masker ama Vaksin tp knp harus Tes PCR??\xe2\x80\xa6',
IostIittIestars,mayan juga ya badan ngilu abis vaksin. tapi ga separah pas kena covid. \xf0\x9f\x91\x8d\xf0\x9f\x8f\xb,
DilewatiBatas,Tidur ah besok vaksin',
1nserttranstv,"RT @indoflyer: Sukacita kami maklumkan kepada kita semua. Sesuai dengan SE SatGas CoVid19 No.22 tahun 2021, Anda semua dibenarkan untuk ter\xe2\x80\xa6'",
beritaKLIIKID,"RT @Aznlova: Lebih dari 12,000 dokter, ilmuwan, dan pakar2 menolak untuk mewajibkan vaksinasi massal bagi anak2. \n\nIni kok \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 ngebet bgt ls\xe2\x80\xa6'",
sahrullOP,Semoga pandemi segera berakhir dengan program percepatan vaksin seperti ini \n\n#BRI\n#UntukIndonesiaBRILian\n#MemberiMaknaIndonesia\n#KinerjaBRI\nhttps://t.co/uOlc7YNFtk https://t.co/vAZO9rs5oo',
prsbbndgloser,"aku abis vaksin kemarin masih gpp, trus malem mulai bengkak rasanya tanganku, demam dikit\ntrus today ga terlalu selera makan, scroll"" gofood, milih hokben, Alhamdulillah biasanya abis 98an sama ongkir dkk dkk, tinggal bayar 34k\xf0\x9f\x98\x86\n\nthanks gofood pnyelamatku yg lagi ga bisa masak\xf0\x9f\x98\x9a https://t.co/i2mfgGJ2Hh'",
idextratime,44 penduduk Kampung Bolkiah \xe2\x80\x98A\xe2\x80\x99 dan \xe2\x80\x98B\xe2\x80\x99 dan sekitarnya telah menerima suntikan dos pertama vaksin COVID-19 melalui Perkhidmatan Klinik Vaksinasi COVID-19 Bergerak. https://t.co/USP8OWKVz7',
Yuni_Rochma,RT @_piespecial: short au \n\nvaksin 2021\xe2\x9c\x93 \n{cw}\n\n Jaemin OOL local au https://t.co/9KWsnEl4h6',
soekarnodoang,"@JimieTjung @Citilink hallo min sama nih. rencana ke plm tgl 6 nov, sdh vaksin sampe dosis 2. apa masih harus pcr. td udah dm sih dan juga barusan cek web ternyata belum update'",
FDiblok,"RT @kominfoTPI: Update capaian vaksinasi covid-19 kota Tanjungpinang, Selasa (2/11/2021). \n\nPerlu diingat ya #Sobat, meski sudah di vaksin,\xe2\x80\xa6'",
prsbbndgloser,"RT @mellifluouxxx: @tubirfess Okelah terkait wajib vaksinasi memang masih pro dan kontra, tapi perintah memberlakukan aturan masuk mall waj\xe2\x80\xa6'",
prsbbndgloser,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
prsbbndgloser,"b""besok vaksin tp kepala gue sakitnya minta ampun, tkutnya tensi gue naik:')""",
erfi_fatmawati,"RT @Alpradzalim: @tubirfess *muncul berita kasus positif meningkat\n\norang-orang yg gamau vaksin:\n\n""pemerintah ga becus""\n""wah ulah elite glo\xe2\x80\xa6'",
nailanurafika80,"RT @Alpradzalim: @tubirfess *muncul berita kasus positif meningkat\n\norang-orang yg gamau vaksin:\n\n""pemerintah ga becus""\n""wah ulah elite glo\xe2\x80\xa6'",
haawthorn,"Lapor Pak @jokowi &amp; @Kiyai_MarufAmin\n\nRakjat Pinggirpapas, sumenep yang notabene berprofesi sbg Petani Garam siap Vaksin 100% jika harga Garam Rakjat dinaikkan 1 juta/ton....@KSPgoid, @Dr_Moeldoko , @puanmaharani_ri https://t.co/oUNogQWKva'",
haawthorn,Ikatan Dokter Anak Indonesia mengeluarkan rekomendasi pembaruan terkait vaksinasi Covid-19 Coronavac produksi Sinovac untuk anak usia 6 tahun keatas. https://t.co/S6tspLUCXt',
Aliya_nara,"@SandalJ33651908 Kalo itu nak saya yg dibeginikan...wah bakal ADU GETIH sama saya !\n\nKira2 nih...""pakar"" plandemi @ProfesorZubairi &amp; ""pakar"" vaksin @dirgarambe , bhkn calon ""capres"" @aniesbaswedan lihat anak kecil smp meronta gak mau divaksin gimana ya ?\nMbudeg kali...\nhttps://t.co/bATVLDPs6t'",
ChitinDepok,Bekas suntikan vaksin ditabok temen vskabdakahajwjabshdb...',
myjjktime_,@e100ss Mampukah kira2 anak 6th d beri vaksin',
cimsaunair,Besok vaksin ke 2',
cimsaunair,"RT @cnbcindonesia: Bos Pfizer Happy, Jualan Vaksin Laris Manis! https://t.co/f2y7y8xu69'",
cimsaunair,semangat bangg. sdh mulai bekerja ya? sdh gajian ya? hihihi sdh pindah kos ya? sdh vaksin kedua kah? sukses ya dan makin berpengalaman dlm dunia tabib \xf0\x9f\xa5\xb3\xf0\x9f\x98\x83\xf0\x9f\xa6\x81hihi miss u abang.',
cimsaunair,"Masio aku ndisek yo ngene, saiki mek mikir yowes lah vaksin ben penak nandi"" https://t.co/5JZVfLjbCq'",
cimsaunair,Mau tanyaa dongg moots ku ada yg dokter atau tenaga medis ga? Yg paham mengenai vaksin Covid? Tolongg bangett mau tanyaa\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x8f\xb,
cimsaunair,"RT @amirull_azhr: Buat lokum di klinik swasta, ramai penjawat awam antivaksin datang minta surat pelepasan tak boleh vaksin padahal sihat,\xe2\x80\xa6'",
cimsaunair,"Untuk itu Presiden @jokowi mengusulkan dua hal, yakni pembuatan jalur aman mobilitas masyarakat melalui _vaccinated travel lane_ (VTL) dan saling pengakuan sertifikat vaksin antara Indonesia dan India. https://t.co/gYzMT56kj",
cimsaunair,MAJU LO GUE GATAKUT GUE DAH VAKSIN DOSIS 2\nhttps://t.co/BktOHnrnJV',
stefanihwi10,RT @NayoanAngelyca: SIAP DUKUNG \xe2\x9c\x8a\xe2\x9c\x8a\n- CABUT ISU PANDEMI\n- NO MANDATORY VAKSIN\n- HAPUS ATURAN WAJIB MASKER DAN JAGA JARAK\n- AUDIT DANA COVID\xe2\x80\xa6',
adie_raw,"RT @Aznlova: Lebih dari 12,000 dokter, ilmuwan, dan pakar2 menolak untuk mewajibkan vaksinasi massal bagi anak2. \n\nIni kok \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 ngebet bgt ls\xe2\x80\xa6'",
HwiStore,"yaudah sini jadi boyfie gue, gue ga takut gue punya sertifikat vaksin \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0 https://t.co/EVv48I1Zf8'",
Fakta2WOW,"RT @KompasTV: Vaksinasi Anak Usia 6-11 Tahun Diizinkan, Pemerintah Butuh Tambahan Vaksin Hingga 30 Juta Dosis https://t.co/OaPvE3tuKf https\xe2\x80\xa6'",
delmonzalisa,@pciggar vaksin susulan kedua',
sicatw,@Gaeul2108 @enhypen_fess @ptrhee @EthanBambi Ga dong sayakan vaksin\xf0\x9f\x98\xa9',
anbyluv,"@olafiannestra Vaksin yg ribet itu biasanya yg mengandung RNA virusnya kan \xf0\x9f\x99\x84. Kalo herd-immunity mngkin time lagged nya lebi lama dr pd vaksin, makanya fokus ke vaksin dulu, imo'",
domisilafa,RT @AngelMaximilan: @AngelMaximilan\nhttps://t.co/nwwC5jfDkj\n\nKorea Selatan akan meluncurkan aturan baru untuk berdamai dan hidup berdamping\xe2\x80\xa6',
Naaahapahayo,"Vaksin malah dibagi2 ke puskesmas malah makin ribet ihhh tobat ya allah, sing dihampura dosa2 na ya allah'",
jhie_drughi,"RT @DewiSulistiawty: WAJIB TES PCR BAGI PENUMPANG PESAWAT!\n\nAda yg komen gini: angka kasus udah melandai, kok ada tes PCR segala. Sebelumny\xe2\x80\xa6'",
FirmanOke7,RT @RayiAlfian: semakin hari aturan di negeri RuwetNesia semakin Ruwett..\npadahal aku dah nikahkan Masker ama Vaksin tp knp harus Tes PCR??\xe2\x80\xa6',
menfesssyg,"EARTH JANGAN MAJU LO, GUE GA SEKUAT ITU BIAR UDAH VAKSIN 2x\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n#EarthPirapat \n#EternalsTH\n#EternalsVirtualGalaTH'",
san3kyu9,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
CNNIndonesia,"RT @DewiSulistiawty: WAJIB TES PCR BAGI PENUMPANG PESAWAT!\n\nAda yg komen gini: angka kasus udah melandai, kok ada tes PCR segala. Sebelumny\xe2\x80\xa6'",
shiningjaemz,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
myjjktime_,"RT @TajYasinMZ: Disiplin mengisi aplikasi PCare dan SMILE, merupakan langkah wajib agar Pemprov dapat terus memantau vaksinasi di tingkat d\xe2\x80\xa6'",
myjjktime_,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
myjjktime_,"RT @Mbakfufufu: Pedoman emak emak seperti saya: ""buat anak kok coba coba"" . Dear pak @jokowi dan mas @nadiemmakarim yg terhormat \xf0\x9f\x99\x8f, jika te\xe2\x80\xa6'",
emmitafa,@yourmmine_ vaksin tahap ke brp al?',
sygfess,ni yg nyuntik vaksin tadi keknya ada dendam pribadi deh\nsakit bnget anjg\xf0\x9f\x99\x82',
san3kyu9,RT @NayoanAngelyca: SIAP DUKUNG \xe2\x9c\x8a\xe2\x9c\x8a\n- CABUT ISU PANDEMI\n- NO MANDATORY VAKSIN\n- HAPUS ATURAN WAJIB MASKER DAN JAGA JARAK\n- AUDIT DANA COVID\xe2\x80\xa6',
tamankudus,"Mau vaksin kedua aja carinya susah banget, tolongin dong @KemenkesRI \n#VaksinPulihkanNegeri #AstraZeneca'",
atur_duitmu,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
garrjelly,MTK MAJU LO GAK TAKUT GW UDAH VAKSIN 2',
kumparan,"Menteri Kesihatan mengongsikan pada 1 November 2021, 5674 orang telah menerima suntikan vaksin COVID-19. https://t.co/LZsSwxl6bI'",
Bisniscom,@motipusi ngapain tkut?!!! kan dh vaksin dua kli!!!',
celebdotid,"RT @Mbakfufufu: Pedoman emak emak seperti saya: ""buat anak kok coba coba"" . Dear pak @jokowi dan mas @nadiemmakarim yg terhormat \xf0\x9f\x99\x8f, jika te\xe2\x80\xa6'",
bunc1s,"Selasa, 02 November 2021.\nGiat vaksin massal.\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\n#brimobuntukindonesia\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n@anang.revandoko @humaspoldakalteng\n@humas_korbrimob_polri \n@divisihumaspolri \n@ini_polisi \n@brimobpolri_ind https://t.co/vN4bhcaaG",
ahliMekanika,"Selain BBO, kerja sama pengembangan vaksin kedua negara juga harus terus didorong,"" kata Presiden @jokowi.\n\nKedua pemimpin sepakat untuk segera menindaklanjuti pada tingkat teknis. https://t.co/Wk6MX7hPxh'",
CNNIndonesia,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
KabarSiang,"RT @PUANcenJoss: Kalau vaksin udah bisa buat semua kalangan dan umur, gue yakin si herd immunity di Indonesia bakal tercapai. \n\nMbak #PuanM\xe2\x80\xa6'",
IndriPDjauhari,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
Tweet_Dokter,semakin hari aturan di negeri RuwetNesia semakin Ruwett..\npadahal aku dah nikahkan Masker ama Vaksin tp knp harus Tes PCR??\n#PCRgratisAtauBatalkan \n#PCRgratisAtauBatalkan https://t.co/uicoPhJb0d',
kradiojember,"RT @Tjeloup1: Sudah tahu dan bahkan paham bahwa terjadi bisnis yang luar biasa di masa pandemi, PCR test-Vaksin, tp gokil &amp; lucu nya elite\xe2\x80\xa6'",
odiseyoghurt,"@rachlannashidik @DonAdam68 Ngapain negara harus ngeluarin duit buat nambah pundi2 mafia PCR dan mafia antigen?!!!\nHapuskan tes2 yg gak perlu!!! Cukup vaksin, masker dan jaga jarak. Hanya di Wakandaland ada tes2 beginian untuk perjalanan domestik.'",
Humic19,RT @tokoarab: Ngak usah vaksin\nPedagang TOLOL aja jual rokok ke ANAK SD kok https://t.co/8aUeOP8Puw',
IpinUpinApin_,@banjarbase Smlm ku dipadahi bisa vaksin asalkan pas tanggal atau sesuadah...bila sebelum nah utu yg kd kw',
hervianilolanlo,RT @kakang_juaw: SIBUK JUALAN RADIKAL-RADIKUL INTOLERAN DAN JAJANIN VAKSIN SERTA MEMOJOKKAN ISLAM.. \nAKHIRNYA NEGARA INI KECOLONGAN..\n\nBENA\xe2\x80\xa6',
RingtimesBerita,RT @AngelMaximilan: @AngelMaximilan Simalakama kepada Pemerintah...\nhttps://t.co/kVKoEYmjWK\n\nKementerian Perhubungan (Kemenhub) telah mengu\xe2\x80\xa6',
m_khairil,"HARI INI, TIM VAKSINASI TNI AL LANTAMAL I KEMBALI SERBUAN VAKSIN DOSIS 2 TERHADAP PELAJAR di SMPN 39 MEDAN https://t.co/Bri5PL8XKF https://t.co/ZVtlirlYCj'",
merylnotstreep_,#Ayovaksin\nSUKSESKAN SUMDARSIN (SUMBAR SADAR VAKSIN) POLDA SUMBAR https://t.co/5WO5Jho7kV',
Emerald989898,"RT @aafaizli: Apakah maksud\n\n#LindungDiriLindungSemua?\n\nIni adalah tema utama PICK. Seperti yg disebut, tidak ada antara kita yang selamat,\xe2\x80\xa6'",
herbalcenterori,pets! Hari ini belanja barang-barang dia sama ke vet terus dikasih obat cacing. Doain ya biar kucingku gapapa sampe minggu depan biar bisa vaksin!\xf0\x9f\xa5\xb0 https://t.co/kdlHmkL7nf',
ARMABIFKUB,"Kalo Penghianat jadi pejabat ya begini ini Kesempatan cari kekayaan lewat penderitaan rakyat.\nPandemi pun dicari kesempitan dan kesempatan: bisnis vaksin,bisnis PCR. \nPeringatan Bu Ribka benar terjadi.\nEdan. https://t.co/XZwU8wxtD9'",
ProfessorHerbal,@BLiliang @Dyananjani89 @Dennysiregar7 @SBYudhoyono mmg seeh species kadrun aka Mia Khilafah merasakan hal yg berbeda dri masyarakat Indonesia kebanyakan..\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\n\nMeskipun mereka paling depan dan gercep saat ada pembagian bantuan atau vaksin gratis..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',
menggambarr,Yg ga abis pikir kenapa vaksin mulu sih yg dikembangin? Kenapa ga imunomodulator aja buat adaptasi ke herd-immunity \xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xa,
CNNIndonesia,@bembear_ sblm vaksin jg udh mbul\xf0\x9f\x98\x84',
pitakuning,"RT @ZOO_FESS: Zoo OPEN ADOPT FREE! dom banyuwangi, dia aku temuin di depan rmh semalem kynya baru dibuang, gada luka, jamur, dll. Aku gbs a\xe2\x80\xa6'",
pitakuning,"RT @VIVAcoid: Aturan Karantina Terbaru: Vaksin Lengkap 3 Hari, Dosis Satu 5 Hari https://t.co/ncGDG0GSMh'",
nailanurafika80,"@_patskiii Lek gk gitu belum vaksin, akhirnya disuru balik dulu \xf0\x9f\x98\x83\xf0\x9f\x99\x8f'",
txtdarihutao,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
tamankudus,@Balqisnabz kalau baru 1x vaksin wajib PCR mba',
CNNIndonesia,RT @indoflyer: Ringkasan SE Kemenhub terbaru. \n1. Rute dari dan ke wilayah Jawa-Bali:\n\xe2\x80\xa2 1x vaksin PCR 3x24 jam\n\xe2\x80\xa2 2x vaksin PCR 3X24 jam ata\xe2\x80\xa6',
KikiWulandari22,"""Human greed knows no limits"" ~Andrzej Sapkowski\nSiapapun yg mendulang keuntungan dgn memanfaatkan pandemi Covid-19, harus dipertanyakan moralnya. Mereka harusnya malu kpd Dr. Sarah Gilbert, yg tidak mau mematenkan penuh vaksin Covid-19 yg ditemukannya.\nhttps://t.co/XlSKib2sTF https://t.co/HcQVcGcKMt'",
